k_index,K,mean_lyapunov,std_lyapunov,min_lyapunov,max_lyapunov,fraction_positive
44,0.1074743527,0.0001521202,0.0000244636,-0.0000349818,0.0002792339,0.999878
45,0.1099169516,0.0001528548,0.0000247730,-0.0000404818,0.0002672581,0.999390
46,0.1123595506,0.0001533804,0.0000239751,0.0000127672,0.0002905192,1.000000
47,0.1148021495,0.0001535994,0.0000245508,-0.0000055105,0.0002723024,0.999878
48,0.1172447484,0.0001540656,0.0000246682,-0.0000718939,0.0002651373,0.999512
49,0.1196873473,0.0001543621,0.0000251649,-0.0000748043,0.0002796246,0.999146
50,0.1221299463,0.0001549049,0.0000250532,-0.0000484361,0.0002743949,0.999756
51,0.1245725452,0.0001546946,0.0000259012,-0.0000241747,0.0002763811,0.999512
52,0.1270151441,0.0001554106,0.0000250073,-0.0000158617,0.0002748957,0.999634
53,0.1294577430,0.0001556302,0.0000248687,-0.0000446732,0.0002753041,0.999512
54,0.1319003420,0.0001558803,0.0000252284,-0.0000369837,0.0002809826,0.999390
55,0.1343429409,0.0001564544,0.0000250627,-0.0000291711,0.0002612284,0.999634
56,0.1367855398,0.0001564612,0.0000247801,-0.0000303949,0.0002665109,0.999390
57,0.1392281387,0.0001565118,0.0000257671,-0.0000347625,0.0003026392,0.999390
58,0.1416707377,0.0001575745,0.0000249199,-0.0000185297,0.0003236202,0.999878
59,0.1441133366,0.0001576538,0.0000246969,-0.0000163506,0.0002879725,0.999878
60,0.1465559355,0.0001580100,0.0000252327,-0.0000120887,0.0003122421,0.999634
61,0.1489985344,0.0001580071,0.0000253320,-0.0000071966,0.0002845151,0.999878
62,0.1514411334,0.0001584755,0.0000258241,-0.0000373416,0.0002879188,0.999634
63,0.1538837323,0.0001586203,0.0000252473,-0.0000611978,0.0002731231,0.999512
64,0.1563263312,0.0001586266,0.0000257076,-0.0000272461,0.0002986635,0.999634
65,0.1587689301,0.0001587737,0.0000255909,-0.0000251301,0.0002758086,0.999756
66,0.1612115291,0.0001595449,0.0000256507,-0.0000048184,0.0002946159,0.999756
67,0.1636541280,0.0001595202,0.0000257341,-0.0000637672,0.0002847397,0.999634
68,0.1660967269,0.0001600526,0.0000254833,-0.0000045839,0.0003148839,0.999878
69,0.1685393258,0.0001602941,0.0000258270,-0.0000210802,0.0002989063,0.999634
70,0.1709819248,0.0001608235,0.0000413423,-0.0000805751,0.0030892157,0.999512
71,0.1734245237,0.0001609675,0.0000259982,-0.0000352955,0.0003027046,0.999268
72,0.1758671226,0.0001609182,0.0000256520,-0.0000204706,0.0003015715,0.999512
73,0.1783097215,0.0001616629,0.0000258720,-0.0000352563,0.0003106425,0.999756
74,0.1807523205,0.0001650516,0.0003044847,-0.0000575724,0.0276250036,0.999634
75,0.1831949194,0.0001613499,0.0000255786,-0.0000043110,0.0002768992,0.999878
76,0.1856375183,0.0001616165,0.0000263042,-0.0000828712,0.0002824644,0.999634
77,0.1880801172,0.0001621637,0.0000257330,-0.0000647948,0.0003310627,0.999756
78,0.1905227162,0.0001641423,0.0001874736,-0.0000145498,0.0169692870,0.999756
79,0.1929653151,0.0001646505,0.0001974658,-0.0000224731,0.0178768448,0.999512
80,0.1954079140,0.0001626950,0.0000259677,-0.0000357722,0.0002853100,0.999634
81,0.1978505129,0.0001632681,0.0000259829,-0.0000144964,0.0002913346,0.999634
82,0.2002931119,0.0001628216,0.0000264145,-0.0000203099,0.0003093599,0.999512
83,0.2027357108,0.0001631275,0.0000258283,-0.0000159217,0.0002637438,0.999634
84,0.2051783097,0.0001630927,0.0000263780,-0.0000386799,0.0003037923,0.999878
85,0.2076209086,0.0001684444,0.0003438631,-0.0000449548,0.0293009597,0.999634
86,0.2100635076,0.0001638227,0.0000260170,-0.0000204266,0.0002694333,0.999756
87,0.2125061065,0.0001637609,0.0000263912,-0.0000302901,0.0002686396,0.999512
88,0.2149487054,0.0001643849,0.0000263866,-0.0000117841,0.0003196719,0.999634
89,0.2173913043,0.0001643305,0.0000266649,-0.0000191204,0.0002959607,0.999512
90,0.2198339033,0.0001688260,0.0004284559,-0.0000287259,0.0388724668,0.999756
91,0.2222765022,0.0001640090,0.0000265503,-0.0000294425,0.0002775001,0.999756
92,0.2247191011,0.0001644909,0.0000266916,-0.0000313844,0.0002775437,0.999634
93,0.2271617000,0.0001662439,0.0000642335,-0.0000595321,0.0054690191,0.999756
94,0.2296042990,0.0001645053,0.0000266684,-0.0000502943,0.0003067752,0.999390
95,0.2320468979,0.0001647676,0.0000276535,-0.0000155610,0.0002882332,0.999268
96,0.2344894968,0.0001646987,0.0000274760,-0.0000369378,0.0002803294,0.999390
97,0.2369320957,0.0001655704,0.0000275726,-0.0000669237,0.0003006696,0.999512
98,0.2393746947,0.0001653859,0.0000271329,-0.0000187062,0.0002785037,0.999756
99,0.2418172936,0.0001679556,0.0002212610,-0.0000216463,0.0200348656,0.999634
100,0.2442598925,0.0001774494,0.0007239385,-0.0000461231,0.0504079983,0.999512
101,0.2467024915,0.0001814662,0.0006385187,-0.0000398910,0.0343794704,0.999756
102,0.2491450904,0.0001666375,0.0000270616,-0.0000564690,0.0003043556,0.999634
103,0.2515876893,0.0001701250,0.0003561653,-0.0000007866,0.0323111414,0.999878
104,0.2540302882,0.0001699647,0.0003027827,-0.0000152591,0.0274668101,0.999878
105,0.2564728872,0.0001670260,0.0000271737,-0.0000502714,0.0003122598,0.999512
106,0.2589154861,0.0001672982,0.0000587482,-0.0000155866,0.0048573230,0.999268
107,0.2613580850,0.0001716620,0.0003704165,-0.0000082561,0.0334309093,0.999756
108,0.2638006839,0.0001752895,0.0003932068,-0.0000706886,0.0233665548,0.999756
109,0.2662432829,0.0001774849,0.0006725128,-0.0000347046,0.0448832168,0.999756
110,0.2686858818,0.0001671852,0.0000272237,-0.0000311502,0.0003035221,0.999634
111,0.2711284807,0.0001713240,0.0003621470,-0.0000371337,0.0328491623,0.999390
112,0.2735710796,0.0001679526,0.0000271970,-0.0000003708,0.0002814524,0.999878
113,0.2760136786,0.0001791850,0.0006545082,-0.0000372800,0.0441973194,0.999634
114,0.2784562775,0.0001864901,0.0007025974,-0.0000360946,0.0325278475,0.999878
115,0.2808988764,0.0001726609,0.0003931357,-0.0000002955,0.0356651522,0.999878
116,0.2833414753,0.0001765260,0.0005861166,-0.0000009482,0.0408845867,0.999878
117,0.2857840743,0.0001767912,0.0005702301,-0.0000628019,0.0499968117,0.999512
118,0.2882266732,0.0001898213,0.0008962091,-0.0000371704,0.0427301756,0.999634
119,0.2906692721,0.0001949558,0.0011000639,-0.0000077006,0.0532154652,0.999756
120,0.2931118710,0.0001877293,0.0008791228,-0.0000321825,0.0433889561,0.999390
121,0.2955544700,0.0001849628,0.0008162645,-0.0000435780,0.0464496567,0.999512
122,0.2979970689,0.0001842133,0.0006592147,-0.0000255459,0.0386258609,0.999268
123,0.3004396678,0.0001925927,0.0009964511,-0.0000177137,0.0487423638,0.999634
124,0.3028822667,0.0001910067,0.0009910050,-0.0000429564,0.0599892137,0.999390
125,0.3053248657,0.0001992734,0.0011386315,-0.0000331162,0.0576438707,0.999023
126,0.3077674646,0.0001736466,0.0004429108,-0.0000102863,0.0400150840,0.999634
127,0.3102100635,0.0001971722,0.0010254922,-0.0000295181,0.0474482878,0.999634
128,0.3126526624,0.0001883336,0.0008801295,-0.0000384662,0.0535463488,0.999512
129,0.3150952614,0.0001932510,0.0010851904,-0.0000468502,0.0592403621,0.999023
130,0.3175378603,0.0002255155,0.0016862551,-0.0001056318,0.0633613344,0.999512
131,0.3199804592,0.0002141565,0.0014520045,-0.0000333039,0.0613514889,0.999756
132,0.3224230581,0.0002158463,0.0014028637,-0.0000458793,0.0568027930,0.999390
133,0.3248656571,0.0002156300,0.0014313155,-0.0000827152,0.0621840412,0.999756
134,0.3273082560,0.0002313611,0.0016646993,-0.0000279303,0.0563526383,0.999634
135,0.3297508549,0.0002036392,0.0012295397,-0.0000285370,0.0588494708,0.999634
136,0.3321934538,0.0001910323,0.0010078420,-0.0000328256,0.0626188854,0.999878
137,0.3346360528,0.0002074374,0.0012792528,-0.0000052480,0.0580612534,0.999756
138,0.3370786517,0.0002134961,0.0014541256,-0.0000534268,0.0549007318,0.999512
139,0.3395212506,0.0002346250,0.0017867517,-0.0000063020,0.0622164497,0.999756
140,0.3419638495,0.0002231156,0.0015446544,-0.0000275416,0.0665261580,0.999390
141,0.3444064485,0.0001947914,0.0008959942,-0.0000492092,0.0421418709,0.999512
142,0.3468490474,0.0002608711,0.0020742310,-0.0000423324,0.0672152025,0.999756
143,0.3492916463,0.0002519677,0.0020017862,-0.0000247945,0.0664182005,0.999512
144,0.3517342452,0.0002751888,0.0021469964,-0.0000845470,0.0657366885,0.999512
145,0.3541768442,0.0002584733,0.0020847983,-0.0000636524,0.0766011089,0.999390
146,0.3566194431,0.0002302992,0.0017297710,-0.0000315728,0.0727484529,0.999512
147,0.3590620420,0.0002441920,0.0017557078,-0.0000401473,0.0592105746,0.999390
148,0.3615046409,0.0002659035,0.0022438723,-0.0000243146,0.0683206697,0.999756
149,0.3639472399,0.0002545343,0.0020495929,-0.0000721389,0.0624695957,0.999390
150,0.3663898388,0.0002550486,0.0020426627,-0.0000254728,0.0625388091,0.999756
151,0.3688324377,0.0002874472,0.0024452470,-0.0000184483,0.0732272037,0.999634
152,0.3712750366,0.0002725795,0.0022370588,-0.0000014555,0.0760916706,0.999878
153,0.3737176356,0.0002635141,0.0020783179,-0.0000594807,0.0621374398,0.999512
154,0.3761602345,0.0002869396,0.0023698132,-0.0000640635,0.0684567871,0.999146
155,0.3786028334,0.0002861751,0.0024932283,-0.0000199272,0.0653454971,0.999878
156,0.3810454323,0.0003050167,0.0026556321,-0.0000065871,0.0714201032,0.999878
157,0.3834880313,0.0003154725,0.0027194152,-0.0000319110,0.0731650240,0.999878
158,0.3859306302,0.0003356022,0.0030194958,-0.0000266696,0.0733795861,0.999634
159,0.3883732291,0.0003666537,0.0031932610,-0.0000201945,0.0747876411,0.999756
160,0.3908158280,0.0003460278,0.0031183830,-0.0000666209,0.0777823634,0.999512
161,0.3932584270,0.0003625743,0.0031950766,-0.0000176498,0.0776206642,0.999634
162,0.3957010259,0.0003373936,0.0029892459,-0.0000242676,0.0805697823,0.999512
163,0.3981436248,0.0004231099,0.0037511474,-0.0000851521,0.0794172524,0.999512
164,0.4005862237,0.0003858065,0.0034160727,-0.0000684680,0.0699049620,0.999146
165,0.4030288227,0.0004290897,0.0038252312,-0.0000407409,0.0725804309,0.999512
166,0.4054714216,0.0004310755,0.0038648496,-0.0000367018,0.0752119276,0.999268
167,0.4079140205,0.0004266626,0.0038525336,-0.0000350523,0.0743683380,0.999512
168,0.4103566194,0.0004350323,0.0039246959,-0.0000318027,0.0847413140,0.999512
169,0.4127992184,0.0003646196,0.0033136300,-0.0000115473,0.0737318640,0.999512
170,0.4152418173,0.0003967037,0.0035705663,-0.0000622851,0.0812995331,0.999878
171,0.4176844162,0.0004115393,0.0036275375,-0.0000358685,0.0760259357,0.999268
172,0.4201270151,0.0004965101,0.0043593992,-0.0000402190,0.0817740574,0.999756
173,0.4225696141,0.0005377427,0.0046201081,-0.0000110329,0.0847956150,0.999634
174,0.4250122130,0.0004337342,0.0038705488,-0.0000269628,0.0792252673,0.999756
175,0.4274548119,0.0004624360,0.0041678835,-0.0000566663,0.0786280684,0.999512
176,0.4298974108,0.0004305514,0.0039555685,-0.0000276109,0.0834733797,0.999268
177,0.4323400098,0.0005592063,0.0048519058,-0.0000392904,0.0813945753,0.999756
178,0.4347826087,0.0005390622,0.0047035959,-0.0000315202,0.0800660384,0.999634
179,0.4372252076,0.0005230175,0.0045434414,-0.0000489711,0.0771301790,0.999390
180,0.4396678065,0.0005126060,0.0045944436,-0.0000148170,0.0874595386,0.999634
181,0.4421104055,0.0005996742,0.0051153674,-0.0000141299,0.0872705593,0.999634
182,0.4445530044,0.0004882604,0.0043651694,-0.0000053139,0.0816058016,0.999756
183,0.4469956033,0.0005345359,0.0047921453,-0.0000215528,0.0818312557,0.999756
184,0.4494382022,0.0007568349,0.0060946917,-0.0000178684,0.0848787897,0.999512
185,0.4518808012,0.0006275203,0.0052730268,-0.0000439358,0.0836663767,0.999512
186,0.4543234001,0.0006159537,0.0052131103,-0.0000403317,0.0858371198,0.999390
187,0.4567659990,0.0005141202,0.0046179300,-0.0000141899,0.0910537856,0.999634
188,0.4592085979,0.0006212460,0.0053109389,-0.0000159566,0.0861527038,0.999268
189,0.4616511969,0.0007980644,0.0063914088,-0.0000186945,0.0847691495,0.999512
190,0.4640937958,0.0007946826,0.0062733892,-0.0000811111,0.0871460419,0.999756
191,0.4665363947,0.0006537145,0.0053134741,-0.0000610485,0.0804929926,0.999390
192,0.4689789936,0.0007338441,0.0059722724,-0.0000321665,0.0890212712,0.999268
193,0.4714215926,0.0005943185,0.0050788699,-0.0000400998,0.0912465545,0.999512
194,0.4738641915,0.0007446046,0.0060590567,-0.0000391449,0.0990923292,0.999878
195,0.4763067904,0.0008087959,0.0064420654,-0.0000647722,0.0927820109,0.999390
196,0.4787493894,0.0006988245,0.0056703946,-0.0000412473,0.0870754745,0.999756
197,0.4811919883,0.0008981143,0.0068961092,0.0000089341,0.0880552696,1.000000
198,0.4836345872,0.0008020208,0.0062675866,-0.0000251530,0.0867236870,0.999756
199,0.4860771861,0.0009299485,0.0071380295,-0.0000190748,0.0943196756,0.999634
200,0.4885197851,0.0008254659,0.0066758112,-0.0000318102,0.0913776851,0.999390
201,0.4909623840,0.0008890310,0.0071000259,-0.0000141180,0.0962960088,0.999756
202,0.4934049829,0.0008911160,0.0069306989,-0.0000213624,0.0944819965,0.999878
203,0.4958475818,0.0011127140,0.0079717660,-0.0000494189,0.0931547545,0.999634
204,0.4982901808,0.0010024190,0.0074479351,-0.0000036436,0.0928401142,0.999634
205,0.5007327797,0.0011864577,0.0084656438,-0.0000416158,0.0970865380,0.999390
206,0.5031753786,0.0011251033,0.0081048304,-0.0000264885,0.0952868869,0.999390
207,0.5056179775,0.0010882326,0.0081040185,-0.0000624766,0.0960956513,0.999634
208,0.5080605765,0.0012113605,0.0082971186,-0.0000010052,0.0975405301,0.999878
209,0.5105031754,0.0011664579,0.0083358898,-0.0000433246,0.0970956849,0.999878
210,0.5129457743,0.0011598620,0.0081203201,-0.0000238036,0.0961523184,0.999634
211,0.5153883732,0.0013277649,0.0089570264,-0.0000359356,0.0957099733,0.999756
212,0.5178309722,0.0012690121,0.0086736461,-0.0000718198,0.0988019075,0.999634
213,0.5202735711,0.0013578121,0.0091801512,-0.0000018215,0.0950906316,0.999756
214,0.5227161700,0.0014379968,0.0095174757,-0.0000635049,0.0974490287,0.999390
215,0.5251587689,0.0014707499,0.0097324341,-0.0000284068,0.0991887548,0.999512
216,0.5276013679,0.0014596493,0.0097595289,-0.0000645765,0.1011003771,0.999390
217,0.5300439668,0.0014822510,0.0097906682,-0.0000083668,0.0993773171,0.999878
218,0.5324865657,0.0015014123,0.0096948313,-0.0000434930,0.0978793827,0.999512
219,0.5349291646,0.0015681847,0.0100655131,-0.0000179953,0.1014530932,0.999634
220,0.5373717636,0.0015777345,0.0102290156,-0.0000624548,0.0996598738,0.999634
221,0.5398143625,0.0018849053,0.0113750674,-0.0000556784,0.0988905874,0.999634
222,0.5422569614,0.0018118482,0.0111232929,-0.0000194713,0.1033550329,0.999634
223,0.5446995603,0.0016926249,0.0105525267,-0.0001012034,0.1024017960,0.999268
224,0.5471421593,0.0018035752,0.0109903416,-0.0000312505,0.1082584587,0.999512
225,0.5495847582,0.0019473679,0.0114385906,-0.0000427630,0.1094174767,0.999268
226,0.5520273571,0.0018258516,0.0110497441,-0.0000289112,0.1047972143,0.999390
227,0.5544699560,0.0019390008,0.0113557555,-0.0000784547,0.1094173622,0.999390
228,0.5569125550,0.0018502719,0.0111359426,-0.0000598409,0.1059725912,0.999268
229,0.5593551539,0.0020151596,0.0118341552,-0.0000191354,0.1083146182,0.999512
230,0.5617977528,0.0018252909,0.0112612410,-0.0000337376,0.1100150536,0.999512
231,0.5642403517,0.0019742537,0.0117782819,-0.0000139351,0.1063662216,0.999512
232,0.5666829507,0.0021193023,0.0121545959,-0.0000347759,0.1142828980,0.999756
233,0.5691255496,0.0021355839,0.0123468834,-0.0000343516,0.1068003530,0.999268
234,0.5715681485,0.0023495982,0.0129859803,-0.0000199737,0.1131748173,0.999756
235,0.5740107474,0.0022049414,0.0127110596,-0.0000290879,0.1087775220,0.999268
236,0.5764533464,0.0021704346,0.0124293859,-0.0000211558,0.1129302836,0.999146
237,0.5788959453,0.0023507129,0.0131523960,-0.0000798883,0.1094869383,0.999268
238,0.5813385442,0.0026159882,0.0139843761,-0.0000346602,0.1140961438,0.999756
239,0.5837811431,0.0025870379,0.0139968573,-0.0000359586,0.1113654547,0.999146
240,0.5862237421,0.0026391595,0.0141951527,-0.0000126134,0.1117052536,0.999512
241,0.5886663410,0.0025349243,0.0137013021,-0.0000670018,0.1110870081,0.999634
242,0.5911089399,0.0024041819,0.0132427461,-0.0000515705,0.1106410807,0.998779
243,0.5935515388,0.0026987026,0.0143372800,-0.0000384550,0.1135293335,0.999634
244,0.5959941378,0.0028082911,0.0145688413,-0.0000347998,0.1145328803,0.999023
245,0.5984367367,0.0029347109,0.0148766162,-0.0000592958,0.1151485641,0.999390
246,0.6008793356,0.0029577540,0.0149557436,-0.0000100416,0.1201351456,0.999634
247,0.6033219345,0.0029206915,0.0147642704,-0.0000489146,0.1131392767,0.999512
248,0.6057645335,0.0032306310,0.0157399136,-0.0000485055,0.1184895485,0.999268
249,0.6082071324,0.0029686454,0.0149471135,-0.0000232072,0.1109097537,0.999512
250,0.6106497313,0.0032479287,0.0159766318,-0.0000537121,0.1180822850,0.999268
251,0.6130923302,0.0033494664,0.0159922385,-0.0000293042,0.1189912707,0.999512
252,0.6155349292,0.0034396761,0.0161825719,-0.0000452728,0.1196825880,0.999146
253,0.6179775281,0.0034617137,0.0164782444,-0.0000542897,0.1193503356,0.999512
254,0.6204201270,0.0032667618,0.0159394371,-0.0000435803,0.1161476912,0.999512
255,0.6228627259,0.0039338678,0.0176439710,-0.0000472226,0.1193558651,0.999634
256,0.6253053249,0.0037193257,0.0170700310,-0.0000363731,0.1167902201,0.999390
257,0.6277479238,0.0039296865,0.0179037670,-0.0000405469,0.1246831990,0.999512
258,0.6301905227,0.0036858520,0.0172370833,-0.0000086062,0.1215980806,0.999878
259,0.6326331216,0.0041549272,0.0184525171,-0.0000480599,0.1193159727,0.999146
260,0.6350757206,0.0036281851,0.0171111747,-0.0000471316,0.1202796601,0.999390
261,0.6375183195,0.0037245676,0.0173155603,-0.0000266429,0.1176692553,0.999512
262,0.6399609184,0.0040857344,0.0183409887,-0.0000055366,0.1215330960,0.999634
263,0.6424035173,0.0045267783,0.0192576074,-0.0000332659,0.1201105591,0.999512
264,0.6448461163,0.0049723108,0.0203466232,-0.0000270981,0.1254349027,0.999634
265,0.6472887152,0.0041853889,0.0186413677,-0.0000832620,0.1217217021,0.998413
266,0.6497313141,0.0045562341,0.0193914931,-0.0001293782,0.1256922930,0.999268
267,0.6521739130,0.0043676164,0.0189953943,-0.0000422877,0.1248025673,0.999390
268,0.6546165120,0.0047477207,0.0196652820,-0.0000154742,0.1253173694,0.999634
269,0.6570591109,0.0049512730,0.0201528168,-0.0000117364,0.1332178520,0.999756
270,0.6595017098,0.0053993085,0.0210517210,-0.0000976361,0.1244141614,0.998901
271,0.6619443087,0.0046591811,0.0196555493,-0.0000300570,0.1253389752,0.999268
272,0.6643869077,0.0046457263,0.0196570305,-0.0000215126,0.1228891247,0.999390
273,0.6668295066,0.0051959082,0.0208894666,-0.0000343004,0.1254598546,0.999756
274,0.6692721055,0.0052056391,0.0209028048,-0.0000298814,0.1251612479,0.999512
275,0.6717147044,0.0055249364,0.0215421364,-0.0000363438,0.1252449746,0.999023
276,0.6741573034,0.0056995116,0.0220365357,-0.0000379364,0.1341490324,0.999512
277,0.6765999023,0.0056535238,0.0217533027,-0.0000222199,0.1288780199,0.999390
278,0.6790425012,0.0056036883,0.0217547665,-0.0000295579,0.1314531790,0.999268
279,0.6814851001,0.0060134181,0.0225560920,-0.0000318131,0.1320445057,0.999390
280,0.6839276991,0.0059242112,0.0223928801,-0.0000593880,0.1348106944,0.999756
281,0.6863702980,0.0058982103,0.0224439705,-0.0000444805,0.1335032630,0.999268
282,0.6888128969,0.0068207750,0.0240970559,-0.0000247960,0.1331732444,0.999390
283,0.6912554958,0.0066244436,0.0239867146,-0.0000090706,0.1316908289,0.999268
284,0.6936980948,0.0066408619,0.0239700984,-0.0000140794,0.1336382134,0.999878
285,0.6961406937,0.0068184109,0.0242037834,-0.0000254576,0.1317259208,0.999390
286,0.6985832926,0.0070229958,0.0248861321,-0.0000460881,0.1357367903,0.999512
287,0.7010258915,0.0065474995,0.0238965152,-0.0000440082,0.1332757141,0.999146
288,0.7034684905,0.0064645244,0.0237986368,-0.0000223548,0.1314676171,0.999146
289,0.7059110894,0.0069318286,0.0246233864,-0.0000366320,0.1335005098,0.999268
290,0.7083536883,0.0069662870,0.0248286796,-0.0000221887,0.1390771467,0.999146
291,0.7107962872,0.0075155148,0.0257077060,-0.0000539487,0.1330591892,0.999512
292,0.7132388862,0.0078782410,0.0262209135,-0.0000337920,0.1346889975,0.999023
293,0.7156814851,0.0080473026,0.0267004375,-0.0000541521,0.1401558803,0.999146
294,0.7181240840,0.0078907456,0.0263056288,-0.0000465674,0.1358687215,0.998901
295,0.7205666830,0.0081191544,0.0268969065,-0.0000330486,0.1383207311,0.999634
296,0.7230092819,0.0078528576,0.0264601817,-0.0000343703,0.1399175739,0.999023
297,0.7254518808,0.0080803450,0.0268721566,-0.0000224806,0.1375751656,0.999390
298,0.7278944797,0.0081867688,0.0270124992,-0.0000740534,0.1429483272,0.999634
299,0.7303370787,0.0083604239,0.0272720034,-0.0000484410,0.1405651525,0.999634
300,0.7327796776,0.0088275724,0.0277823787,-0.0000405857,0.1412788474,0.999512
301,0.7352222765,0.0083625879,0.0274100399,-0.0000425826,0.1413724053,0.999023
302,0.7376648754,0.0089392740,0.0283707766,-0.0000177699,0.1444532426,0.999634
303,0.7401074744,0.0088215738,0.0280719312,-0.0000623674,0.1398821824,0.999390
304,0.7425500733,0.0097618872,0.0293738493,-0.0000218453,0.1439731738,0.999512
305,0.7449926722,0.0099348992,0.0300086620,-0.0000275513,0.1411337120,0.999146
306,0.7474352711,0.0099707282,0.0299805462,-0.0000845509,0.1433801764,0.999634
307,0.7498778701,0.0103302345,0.0307543457,-0.0000316929,0.1435830109,0.999512
308,0.7523204690,0.0095211616,0.0294126117,-0.0000271510,0.1463514652,0.999878
309,0.7547630679,0.0102157818,0.0304738556,-0.0000379076,0.1447259007,0.998535
310,0.7572056668,0.0102537388,0.0305396690,-0.0000309388,0.1454685240,0.999146
311,0.7596482658,0.0110908423,0.0317083250,-0.0000182868,0.1502730548,0.999634
312,0.7620908647,0.0105438490,0.0307438972,-0.0000243419,0.1435056722,0.999634
313,0.7645334636,0.0115627066,0.0321788773,-0.0000324375,0.1540910290,0.999512
314,0.7669760625,0.0111492098,0.0315052388,-0.0000254451,0.1497725782,0.999268
315,0.7694186615,0.0110784357,0.0315041787,-0.0000212675,0.1455595915,0.999023
316,0.7718612604,0.0117048032,0.0322709463,-0.0000287849,0.1507150457,0.999390
317,0.7743038593,0.0124267611,0.0332954762,-0.0000219871,0.1495996211,0.999512
318,0.7767464582,0.0123892606,0.0331786194,-0.0000622052,0.1454310713,0.999390
319,0.7791890572,0.0126159798,0.0339380463,-0.0000166554,0.1440393646,0.999634
320,0.7816316561,0.0122512999,0.0330721972,-0.0000473580,0.1487381215,0.998779
321,0.7840742550,0.0130962242,0.0343673055,-0.0000462769,0.1518900255,0.998901
322,0.7865168539,0.0137431873,0.0348784570,-0.0000439565,0.1503317019,0.999634
